hotel,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,0.0,103,2016,7,10,0,3,2,0,0,0,0,0,0,No Deposit,240.0,0.0,67.2,1.0,1.0
Resort Hotel,1.0,39,2016,7,10,1,4,2,0,0,0,0,0,0,No Deposit,6.0,0.0,55.0,0.0,0.0
Resort Hotel,1.0,39,2016,7,10,1,4,2,0,0,0,0,0,0,No Deposit,6.0,0.0,55.0,0.0,1.0
Resort Hotel,0.0,103,2016,7,10,2,4,1,0,0,0,0,0,0,No Deposit,240.0,0.0,35.1,0.0,0.0
Resort Hotel,1.0,7,2016,7,11,0,1,2,0,0,0,0,0,0,No Deposit,196.0,0.0,30.0,0.0,0.0
Resort Hotel,1.0,64,2016,7,11,1,3,2,0,0,0,0,0,0,Non Refund,15.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,64,2016,7,11,1,3,1,0,0,0,0,0,0,No Deposit,15.0,0.0,0.0,0.0,0.0
Resort Hotel,1.0,64,2016,7,11,1,3,1,0,0,0,0,0,0,Non Refund,15.0,0.0,25.0,0.0,0.0
Resort Hotel,0.0,230,2016,7,11,2,3,2,0,0,0,0,0,0,No Deposit,314.0,0.0,46.8,0.0,0.0
Resort Hotel,1.0,0,2016,7,11,2,3,2,0,0,0,0,0,0,No Deposit,314.0,0.0,40.32,0.0,0.0
Resort Hotel,1.0,2,2016,7,12,0,1,3,0,0,0,0,0,0,No Deposit,6.0,0.0,49.95,0.0,1.0
Resort Hotel,1.0,88,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,134.0,0.0,68.0,0.0,0.0
Resort Hotel,1.0,111,2016,7,12,0,2,2,0,0,0,0,0,0,Non Refund,38.0,0.0,70.0,0.0,0.0
Resort Hotel,0.0,112,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,134.0,0.0,70.0,0.0,0.0
Resort Hotel,1.0,112,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,134.0,0.0,68.0,0.0,0.0
Resort Hotel,1.0,140,2016,7,12,0,2,2,0,0,0,0,0,0,Non Refund,214.65992721391024,0.0,50.0,0.0,0.0
Resort Hotel,1.0,35,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,112,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,134.0,0.0,68.0,0.0,0.0
Resort Hotel,1.0,151,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,32.4,0.0,1.0
Resort Hotel,1.0,25,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,98.0,0.0,1.0
Resort Hotel,0.0,112,2016,7,12,0,2,2,0,0,0,0,0,0,No Deposit,134.0,0.0,70.0,0.0,0.0
Resort Hotel,1.0,140,2016,7,12,0,2,2,0,0,0,0,0,0,Non Refund,214.65992721391024,0.0,50.0,0.0,0.0
Resort Hotel,1.0,7,2016,7,12,1,2,2,0,0,0,0,0,0,No Deposit,348.0,0.0,82.0,0.0,0.0
Resort Hotel,1.0,47,2016,7,12,1,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,0.0,230,2016,7,12,1,2,2,0,0,0,0,0,0,No Deposit,241.0,0.0,31.88,0.0,3.0
Resort Hotel,1.0,32,2016,7,13,0,1,2,0,0,0,0,0,0,No Deposit,250.0,0.0,78.0,0.0,0.0
Resort Hotel,1.0,1,2016,7,13,0,1,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,75.0,0.0,1.0
Resort Hotel,1.0,0,2016,7,13,0,1,2,1,0,0,0,0,0,No Deposit,214.65992721391024,0.0,107.0,0.0,0.0
Resort Hotel,1.0,38,2016,7,13,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,58.0,0.0,0.0
Resort Hotel,1.0,25,2016,7,13,0,1,2,0,0,0,0,0,0,No Deposit,6.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,14,2016,7,13,1,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,68.0,0.0,1.0
Resort Hotel,0.0,203,2016,7,13,2,5,2,0,0,0,0,0,0,No Deposit,241.0,0.0,23.7,0.0,1.0
Resort Hotel,0.0,101,2016,7,13,2,5,2,0,0,0,0,0,0,No Deposit,6.0,0.0,26.0,0.0,0.0
Resort Hotel,1.0,161,2016,7,13,6,15,2,2,0,0,0,0,0,No Deposit,240.0,0.0,77.4,0.0,1.0
Resort Hotel,1.0,20,2016,8,14,1,0,2,0,0,0,0,0,0,No Deposit,240.0,0.0,58.0,0.0,1.0
Resort Hotel,0.0,103,2016,8,14,1,0,1,0,0,0,0,0,0,No Deposit,240.0,0.0,45.0,1.0,1.0
Resort Hotel,1.0,3,2016,8,14,1,0,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,75.0,0.0,0.0
Resort Hotel,1.0,4,2016,8,14,1,0,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,55.0,0.0,2.0
Resort Hotel,1.0,18,2016,8,14,2,1,2,0,0,0,0,0,0,No Deposit,177.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,41,2016,8,14,2,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,46.4,0.0,1.0
Resort Hotel,1.0,46,2016,8,14,2,2,2,0,0,0,0,0,0,No Deposit,15.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,41,2016,8,14,2,2,3,1,0,0,0,0,0,No Deposit,240.0,0.0,86.4,0.0,1.0
Resort Hotel,1.0,72,2016,8,14,2,2,2,2,0,0,0,0,0,No Deposit,240.0,0.0,98.0,0.0,0.0
Resort Hotel,1.0,109,2016,8,14,2,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,52.2,0.0,1.0
Resort Hotel,1.0,0,2016,8,15,0,0,0,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,0.0,0.0,0.0
Resort Hotel,1.0,200,2016,8,15,1,0,2,0,0,0,0,0,0,No Deposit,240.0,0.0,29.16,0.0,1.0
Resort Hotel,0.0,133,2016,8,15,1,1,2,0,0,0,0,0,0,No Deposit,8.0,0.0,26.1,0.0,1.0
Resort Hotel,0.0,133,2016,8,15,1,1,2,0,0,0,0,0,0,No Deposit,8.0,0.0,26.1,1.0,1.0
Resort Hotel,1.0,41,2016,8,15,1,3,2,2,0,0,0,0,0,No Deposit,240.0,0.0,76.0,0.0,0.0
Resort Hotel,1.0,192,2016,8,15,1,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,50.4,0.0,3.0
Resort Hotel,0.0,192,2016,8,15,1,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,50.4,0.0,2.0
Resort Hotel,1.0,38,2016,8,15,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,44.8,0.0,0.0
Resort Hotel,1.0,118,2016,8,15,3,6,2,0,0,0,0,0,0,No Deposit,6.0,0.0,26.1,0.0,0.0
Resort Hotel,0.0,232,2016,8,16,2,6,2,0,0,0,0,0,0,No Deposit,241.0,0.0,38.81,0.0,1.0
Resort Hotel,0.0,99,2016,8,16,2,7,2,0,0,0,0,0,0,No Deposit,115.0,0.0,33.3,0.0,0.0
Resort Hotel,0.0,131,2016,8,17,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,56.4,1.0,1.0
Resort Hotel,1.0,53,2016,8,17,0,4,2,0,0,0,0,0,0,No Deposit,240.0,0.0,98.0,0.0,0.0
Resort Hotel,1.0,72,2016,8,17,0,3,2,0,0,0,0,0,0,No Deposit,242.0,0.0,68.0,0.0,2.0
Resort Hotel,1.0,44,2016,8,17,2,6,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,33,2016,8,18,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,86.0,0.0,0.0
Resort Hotel,1.0,14,2016,8,19,0,2,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,68.0,0.0,1.0
Resort Hotel,1.0,69,2016,8,19,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,54.4,0.0,1.0
Resort Hotel,1.0,21,2016,8,19,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,35,2016,8,19,0,2,2,0,0,0,0,0,0,No Deposit,250.0,0.0,99.0,0.0,0.0
Resort Hotel,1.0,2,2016,8,19,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,80.0,0.0,0.0
Resort Hotel,0.0,150,2016,8,19,2,5,1,0,0,0,0,0,0,No Deposit,8.0,0.0,23.93,0.0,0.0
Resort Hotel,0.0,172,2016,8,19,2,5,2,0,0,0,0,0,0,No Deposit,177.0,0.0,83.9,0.0,0.0
Resort Hotel,0.0,150,2016,8,19,2,5,1,0,0,0,0,0,0,No Deposit,8.0,0.0,22.5,0.0,0.0
Resort Hotel,1.0,10,2016,8,19,0,2,2,0,0,0,0,0,0,No Deposit,15.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,1,2016,8,20,0,1,2,0,0,0,0,0,0,No Deposit,241.0,0.0,52.36,0.0,1.0
Resort Hotel,1.0,5,2016,8,20,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,80.0,0.0,1.0
Resort Hotel,1.0,26,2016,8,20,0,1,2,1,0,0,0,0,0,No Deposit,240.0,0.0,63.0,0.0,1.0
Resort Hotel,1.0,100,2016,8,20,2,1,2,0,0,0,0,0,0,No Deposit,250.0,0.0,38.32,0.0,2.0
Resort Hotel,0.0,100,2016,8,20,2,1,2,0,0,0,0,0,0,No Deposit,250.0,0.0,38.32,0.0,1.0
Resort Hotel,1.0,55,2016,8,20,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,58.0,0.0,0.0
Resort Hotel,0.0,108,2016,8,20,4,10,2,0,0,0,0,0,0,No Deposit,115.0,0.0,63.9,0.0,1.0
Resort Hotel,1.0,31,2016,9,21,2,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,56.0,0.0,2.0
Resort Hotel,1.0,38,2016,9,21,2,3,3,1,0,0,0,0,0,No Deposit,240.0,0.0,68.8,0.0,0.0
Resort Hotel,1.0,85,2016,9,21,2,5,2,0,0,0,0,0,0,No Deposit,171.0,0.0,63.0,0.0,0.0
Resort Hotel,1.0,3,2016,9,22,1,0,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,61.0,0.0,0.0
Resort Hotel,1.0,24,2016,9,22,1,1,2,0,0,0,0,0,0,No Deposit,241.0,0.0,36.96,0.0,2.0
Resort Hotel,0.0,187,2016,9,22,1,4,2,0,0,0,0,0,0,No Deposit,314.0,0.0,65.9,0.0,0.0
Resort Hotel,0.0,117,2016,9,22,3,7,1,0,0,0,0,0,0,No Deposit,2.0,0.0,24.5,0.0,1.0
Resort Hotel,0.0,117,2016,9,22,3,7,1,0,0,0,0,0,0,No Deposit,2.0,0.0,22.5,0.0,1.0
Resort Hotel,1.0,78,2016,9,23,0,3,2,1,0,0,0,0,0,No Deposit,240.0,0.0,61.2,0.0,2.0
Resort Hotel,1.0,45,2016,9,23,0,3,2,2,0,0,0,0,0,No Deposit,240.0,0.0,76.0,0.0,0.0
Resort Hotel,1.0,8,2016,9,24,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,38.0,0.0,0.0
Resort Hotel,1.0,26,2016,9,24,0,4,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,1.0
Resort Hotel,1.0,1,2016,9,25,0,2,2,1,0,0,0,0,0,No Deposit,214.65992721391024,0.0,60.0,0.0,1.0
Resort Hotel,1.0,16,2016,9,25,1,3,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,44,2016,9,25,2,7,2,2,0,0,0,0,0,No Deposit,240.0,0.0,80.44,0.0,0.0
Resort Hotel,1.0,73,2016,9,26,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,24,2016,9,26,0,2,2,2,0,0,0,0,0,No Deposit,240.0,0.0,98.0,0.0,0.0
Resort Hotel,1.0,36,2016,9,26,1,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,78.0,0.0,2.0
Resort Hotel,1.0,50,2016,9,26,1,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,76.0,0.0,0.0
Resort Hotel,1.0,74,2016,9,26,1,2,2,0,0,0,0,0,0,Non Refund,68.0,0.0,70.0,0.0,0.0
Resort Hotel,1.0,30,2016,9,26,1,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,3.0
Resort Hotel,1.0,81,2016,9,26,1,2,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,0.0
Resort Hotel,1.0,53,2016,9,26,2,7,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,135,2016,9,26,2,7,2,0,0,0,0,0,0,No Deposit,240.0,0.0,36.45,0.0,0.0
Resort Hotel,1.0,69,2016,9,27,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,98.0,0.0,0.0
Resort Hotel,1.0,12,2016,9,27,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,0,2016,9,27,0,1,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,45.0,0.0,0.0
Resort Hotel,0.0,123,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,38.0,0.0,64.0,0.0,0.0
Resort Hotel,0.0,123,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,38.0,0.0,64.0,0.0,0.0
Resort Hotel,1.0,74,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,44,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,123,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,38.0,0.0,64.0,0.0,0.0
Resort Hotel,1.0,42,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,46,2016,9,27,1,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,44.8,0.0,2.0
Resort Hotel,1.0,82,2016,9,27,1,1,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,0.0
Resort Hotel,1.0,42,2016,9,27,2,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,3.0
Resort Hotel,1.0,120,2016,9,27,2,6,1,0,0,0,0,0,0,No Deposit,240.0,0.0,31.59,0.0,0.0
Resort Hotel,1.0,119,2016,9,27,2,6,1,0,0,0,0,0,0,No Deposit,240.0,0.0,35.1,0.0,0.0
Resort Hotel,1.0,40,2016,10,28,2,1,2,2,0,0,0,0,0,No Deposit,240.0,0.0,79.33,0.0,0.0
Resort Hotel,1.0,32,2016,10,28,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,19,2016,10,28,4,6,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,28,2016,10,29,3,7,2,0,0,0,0,0,0,No Deposit,240.0,0.0,55.2,0.0,1.0
Resort Hotel,1.0,138,2016,10,29,3,7,2,0,0,0,0,0,0,No Deposit,240.0,0.0,40.5,0.0,1.0
Resort Hotel,1.0,40,2016,10,29,1,4,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,15,2016,10,1,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,45,2016,10,1,0,5,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,81.0,0.0,0.0
Resort Hotel,1.0,45,2016,10,1,0,5,2,0,0,0,0,0,0,No Deposit,250.0,0.0,78.0,0.0,0.0
Resort Hotel,1.0,33,2016,10,1,2,6,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,65.0,0.0,0.0
Resort Hotel,1.0,57,2016,10,1,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,33,2016,10,1,2,6,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,50.0,0.0,0.0
Resort Hotel,1.0,61,2016,10,1,4,10,2,0,0,0,0,0,0,No Deposit,171.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,0,2016,10,2,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,40.0,0.0,0.0
Resort Hotel,1.0,219,2016,10,2,2,5,2,0,0,0,0,0,0,Non Refund,310.0,0.0,52.0,0.0,0.0
Resort Hotel,1.0,219,2016,10,2,2,5,2,0,0,0,0,0,0,Non Refund,310.0,0.0,52.0,0.0,0.0
Resort Hotel,1.0,118,2016,10,2,2,5,2,0,0,0,0,0,0,No Deposit,241.0,0.0,33.26,0.0,0.0
Resort Hotel,0.0,131,2016,10,2,8,20,2,0,0,0,0,0,0,No Deposit,96.0,0.0,31.45,0.0,1.0
Resort Hotel,0.0,0,2016,10,3,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,30.0,0.0,0.0
Resort Hotel,1.0,7,2016,10,3,0,3,1,0,0,0,0,0,0,No Deposit,242.0,0.0,43.0,0.0,1.0
Resort Hotel,1.0,2,2016,10,4,0,1,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,75.0,0.0,1.0
Resort Hotel,1.0,30,2016,10,4,0,1,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,2.0
Resort Hotel,1.0,0,2016,10,4,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,52,2016,10,4,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,0,2016,10,4,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,68.0,0.0,0.0
Resort Hotel,1.0,29,2016,10,4,2,7,2,0,0,0,0,0,0,No Deposit,171.0,0.0,55.0,0.0,0.0
Resort Hotel,1.0,58,2016,10,4,3,7,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,1.0
Resort Hotel,1.0,162,2016,10,4,6,15,2,0,0,0,0,0,0,Non Refund,96.0,0.0,82.0,0.0,0.0
Resort Hotel,1.0,50,2016,10,5,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,49,2016,10,5,2,2,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,66.0,0.0,0.0
Resort Hotel,1.0,49,2016,10,5,2,2,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,81.0,0.0,0.0
Resort Hotel,1.0,49,2016,10,5,2,2,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,66.0,0.0,0.0
Resort Hotel,1.0,38,2016,10,5,2,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,38,2016,10,5,2,2,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,2.0
Resort Hotel,1.0,19,2016,10,5,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,11,2016,11,7,1,1,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,35.0,0.0,0.0
Resort Hotel,1.0,3,2016,11,7,1,1,1,0,0,0,0,0,0,No Deposit,339.0,0.0,25.0,0.0,0.0
Resort Hotel,1.0,196,2016,11,7,1,3,2,0,0,0,0,0,0,No Deposit,242.0,0.0,41.4,0.0,2.0
Resort Hotel,1.0,30,2016,11,7,1,5,2,0,0,0,0,0,0,No Deposit,38.0,0.0,68.4,0.0,0.0
Resort Hotel,0.0,119,2016,11,7,2,5,2,0,0,0,0,0,0,No Deposit,6.0,0.0,26.0,0.0,0.0
Resort Hotel,1.0,67,2016,11,7,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,56.0,0.0,1.0
Resort Hotel,0.0,157,2016,11,7,4,10,2,0,0,0,0,0,0,No Deposit,115.0,0.0,63.9,0.0,0.0
Resort Hotel,0.0,0,2016,11,8,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,40.0,0.0,0.0
Resort Hotel,1.0,12,2016,11,8,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,30.0,0.0,0.0
Resort Hotel,0.0,190,2016,11,8,0,4,2,0,0,0,0,0,0,No Deposit,242.0,0.0,41.4,0.0,2.0
Resort Hotel,0.0,190,2016,11,8,0,4,2,0,0,0,0,0,0,No Deposit,242.0,0.0,41.4,1.0,2.0
Resort Hotel,1.0,81,2016,11,9,0,3,2,0,0,0,0,0,0,No Deposit,115.0,0.0,59.0,0.0,0.0
Resort Hotel,1.0,15,2016,11,9,0,3,2,0,0,0,0,0,0,No Deposit,115.0,0.0,59.0,0.0,0.0
Resort Hotel,1.0,26,2016,11,9,2,4,1,0,0,0,0,0,0,No Deposit,184.0,0.0,40.8,0.0,0.0
Resort Hotel,1.0,32,2016,11,9,2,4,2,0,0,0,0,0,0,No Deposit,184.0,0.0,40.8,0.0,0.0
Resort Hotel,1.0,49,2016,11,9,2,9,2,0,0,0,0,0,0,No Deposit,171.0,0.0,63.0,0.0,0.0
Resort Hotel,1.0,6,2016,11,10,0,3,1,0,0,0,0,0,0,No Deposit,242.0,0.0,58.0,0.0,0.0
Resort Hotel,1.0,6,2016,11,10,0,3,1,0,0,0,0,0,0,No Deposit,241.0,0.0,58.0,0.0,0.0
Resort Hotel,1.0,36,2016,11,10,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,2.0
Resort Hotel,1.0,46,2016,11,11,0,1,1,0,0,0,0,0,0,No Deposit,375.0,0.0,25.0,0.0,0.0
Resort Hotel,1.0,46,2016,11,11,0,1,1,0,0,0,0,0,0,No Deposit,375.0,0.0,25.0,0.0,0.0
Resort Hotel,1.0,50,2016,11,11,0,2,1,0,0,0,0,0,0,No Deposit,240.0,0.0,39.0,0.0,1.0
Resort Hotel,1.0,22,2016,11,11,0,2,1,0,0,0,0,0,0,No Deposit,240.0,0.0,43.0,0.0,0.0
Resort Hotel,1.0,7,2016,11,11,0,2,1,0,0,0,0,0,0,No Deposit,250.0,0.0,40.0,0.0,0.0
Resort Hotel,1.0,24,2016,11,11,0,2,2,2,0,0,0,0,0,No Deposit,240.0,0.0,93.0,0.0,0.0
Resort Hotel,1.0,228,2016,11,11,1,2,2,0,0,0,0,0,0,No Deposit,250.0,0.0,39.1,0.0,1.0
Resort Hotel,1.0,51,2016,11,11,2,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,1.0
Resort Hotel,1.0,31,2016,11,12,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,31,2016,11,12,1,1,1,0,0,0,0,0,0,Non Refund,375.0,0.0,25.0,0.0,0.0
Resort Hotel,1.0,54,2016,11,12,2,5,2,0,0,0,0,0,0,No Deposit,2.0,0.0,29.0,0.0,0.0
Resort Hotel,1.0,153,2016,12,13,2,0,2,0,0,0,0,0,0,No Deposit,240.0,0.0,40.5,0.0,1.0
Resort Hotel,1.0,25,2016,12,13,2,2,2,0,0,0,0,0,0,No Deposit,242.0,0.0,46.4,0.0,1.0
Resort Hotel,0.0,130,2016,12,13,2,5,2,0,0,0,0,0,0,No Deposit,115.0,0.0,27.81,0.0,0.0
Resort Hotel,1.0,0,2016,12,14,1,0,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,40.0,0.0,0.0
Resort Hotel,1.0,85,2016,12,14,3,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,59.4,0.0,0.0
Resort Hotel,1.0,14,2016,12,14,3,6,1,0,0,0,0,0,0,No Deposit,240.0,0.0,43.0,0.0,1.0
Resort Hotel,1.0,14,2016,12,14,3,6,2,0,0,0,0,0,0,No Deposit,240.0,0.0,68.0,0.0,1.0
Resort Hotel,1.0,145,2016,12,14,3,10,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,72.0,0.0,0.0
Resort Hotel,1.0,110,2016,12,14,4,10,2,0,0,0,0,0,0,No Deposit,240.0,0.0,65.31,0.0,0.0
Resort Hotel,1.0,0,2016,12,15,0,1,2,0,0,0,0,0,0,No Deposit,250.0,0.0,45.0,0.0,0.0
Resort Hotel,0.0,1,2016,12,15,0,2,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,30.0,0.0,0.0
Resort Hotel,0.0,132,2016,12,15,2,5,2,0,0,0,0,0,0,No Deposit,6.0,0.0,49.4,0.0,0.0
Resort Hotel,1.0,14,2016,12,15,2,5,2,0,0,0,0,0,0,No Deposit,177.0,0.0,45.0,0.0,0.0
Resort Hotel,1.0,1,2016,12,16,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,30.0,0.0,0.0
Resort Hotel,1.0,9,2016,12,16,0,1,2,0,0,0,0,0,0,No Deposit,240.0,0.0,74.0,0.0,0.0
Resort Hotel,1.0,15,2016,12,16,2,5,2,0,0,0,0,0,0,No Deposit,177.0,0.0,45.0,0.0,0.0
Resort Hotel,1.0,3,2016,12,17,0,1,1,0,0,0,0,0,0,No Deposit,126.0,0.0,36.0,0.0,0.0
Resort Hotel,0.0,1,2016,12,17,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,40.0,0.0,0.0
Resort Hotel,1.0,2,2016,12,17,0,1,1,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,30.0,0.0,0.0
Resort Hotel,1.0,51,2016,12,17,0,1,1,0,0,0,0,0,0,No Deposit,66.0,0.0,26.0,0.0,0.0
Resort Hotel,1.0,24,2016,12,17,0,3,1,0,0,0,0,0,0,No Deposit,241.0,0.0,31.45,0.0,1.0
Resort Hotel,1.0,56,2016,12,17,1,3,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,0.0,148,2016,12,17,2,5,2,0,0,0,0,0,0,No Deposit,240.0,0.0,40.5,0.0,0.0
Resort Hotel,1.0,66,2016,12,17,3,8,2,0,0,0,0,0,0,No Deposit,240.0,0.0,60.64,0.0,0.0
Resort Hotel,1.0,105,2016,12,18,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,48.0,0.0,0.0
Resort Hotel,1.0,22,2016,12,18,0,2,2,2,0,0,0,0,0,No Deposit,240.0,0.0,93.0,0.0,0.0
Resort Hotel,1.0,45,2016,12,18,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,56.0,0.0,1.0
Resort Hotel,1.0,63,2016,12,18,0,2,2,0,0,0,0,0,0,No Deposit,240.0,0.0,56.0,0.0,0.0
Resort Hotel,1.0,7,2016,12,18,0,2,2,0,0,0,0,0,0,No Deposit,214.65992721391024,0.0,0.0,0.0,0.0
Resort Hotel,1.0,35,2016,12,18,1,2,2,2,0,0,0,0,0,No Deposit,240.0,0.0,93.0,0.0,0.0
Resort Hotel,0.0,133,2016,12,18,2,2,2,0,0,0,0,0,0,No Deposit,6.0,0.0,32.0,1.0,0.0
Resort Hotel,1.0,25,2016,12,18,2,4,1,0,0,0,0,0,0,No Deposit,196.0,0.0,38.0,0.0,0.0
